country_code,country_name,year,indicator_code,indicator_name,value
CM,Cameroon,2023,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),
CM,Cameroon,2022,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),283.68490442019
CM,Cameroon,2021,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),277.383977073951
CM,Cameroon,2020,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),259.742657901446
CM,Cameroon,2019,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),261.623741305755
CM,Cameroon,2018,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),275.453297645207
CM,Cameroon,2017,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),263.504709618266
CM,Cameroon,2016,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),251.426601872478
CM,Cameroon,2015,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),278.517097655035
CM,Cameroon,2014,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),250.409192827907
CM,Cameroon,2013,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),245.019524934989
CM,Cameroon,2012,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),240.755088690378
CM,Cameroon,2011,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),238.875414287962
CM,Cameroon,2010,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),270.489228579973
CM,Cameroon,2009,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),274.354249932536
CM,Cameroon,2008,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),276.891595459818
CM,Cameroon,2007,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),263.325616945383
CM,Cameroon,2006,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),255.093799249214
CM,Cameroon,2005,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),193.621002057208
CM,Cameroon,2004,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),199.873730372866
CM,Cameroon,2003,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),173.758720422961
CM,Cameroon,2002,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),161.26644523478
CM,Cameroon,2001,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),171.854189786858
CM,Cameroon,2000,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),182.328658169038
CG,"Congo, Rep.",2023,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),
CG,"Congo, Rep.",2022,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),458.981319957369
CG,"Congo, Rep.",2021,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),383.049881512506
CG,"Congo, Rep.",2020,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),369.559749346013
CG,"Congo, Rep.",2019,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),358.041904255927
CG,"Congo, Rep.",2018,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),312.595862427181
CG,"Congo, Rep.",2017,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),306.484139165477
CG,"Congo, Rep.",2016,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),304.44979220823
CG,"Congo, Rep.",2015,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),297.395960946967
CG,"Congo, Rep.",2014,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),199.160751465067
CG,"Congo, Rep.",2013,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),198.060611900231
CG,"Congo, Rep.",2012,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),204.200023204548
CG,"Congo, Rep.",2011,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),140.78934009932
CG,"Congo, Rep.",2010,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),134.236008865403
CG,"Congo, Rep.",2009,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),140.147000188498
CG,"Congo, Rep.",2008,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),132.003830298987
CG,"Congo, Rep.",2007,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),122.097361340358
CG,"Congo, Rep.",2006,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),122.739066906863
CG,"Congo, Rep.",2005,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),114.976951855498
CG,"Congo, Rep.",2004,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),122.84206044839
CG,"Congo, Rep.",2003,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),113.473020265817
CG,"Congo, Rep.",2002,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),114.003612899837
CG,"Congo, Rep.",2001,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),104.506075867133
CG,"Congo, Rep.",2000,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),95.8320970887034
GA,Gabon,2023,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),
GA,Gabon,2022,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1065.10467769784
GA,Gabon,2021,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1011.47715214484
GA,Gabon,2020,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1022.15721673565
GA,Gabon,2019,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1014.68179737585
GA,Gabon,2018,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1017.0328135467
GA,Gabon,2017,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1038.99114469841
GA,Gabon,2016,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1011.28121330892
GA,Gabon,2015,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),965.218332876855
GA,Gabon,2014,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),933.077705761072
GA,Gabon,2013,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),924.697042798994
GA,Gabon,2012,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),930.75436585523
GA,Gabon,2011,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),908.537389484199
GA,Gabon,2010,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),896.574700894656
GA,Gabon,2009,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),881.703656091038
GA,Gabon,2008,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),921.492681257486
GA,Gabon,2007,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),912.45742133107
GA,Gabon,2006,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),891.047557674445
GA,Gabon,2005,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),868.468973245553
GA,Gabon,2004,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),869.437376944012
GA,Gabon,2003,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),891.23593879987
GA,Gabon,2002,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),883.926148676527
GA,Gabon,2001,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),862.866135864
GA,Gabon,2000,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),847.46294211538
GQ,Equatorial Guinea,2023,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),
GQ,Equatorial Guinea,2022,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),744.644574989812
GQ,Equatorial Guinea,2021,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),731.754744465785
GQ,Equatorial Guinea,2020,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),732.317759492166
GQ,Equatorial Guinea,2019,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),751.417364746371
GQ,Equatorial Guinea,2018,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),752.27879848208
GQ,Equatorial Guinea,2017,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),757.170397261642
GQ,Equatorial Guinea,2016,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),822.179757669147
GQ,Equatorial Guinea,2015,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),793.026865934441
GQ,Equatorial Guinea,2014,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),732.232817174681
GQ,Equatorial Guinea,2013,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),556.373484829352
GQ,Equatorial Guinea,2012,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),509.477124940954
GQ,Equatorial Guinea,2011,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),285.867285106314
GQ,Equatorial Guinea,2010,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),214.450606979316
GQ,Equatorial Guinea,2009,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),198.120409660175
GQ,Equatorial Guinea,2008,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),177.957271813597
GQ,Equatorial Guinea,2007,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),189.181154468343
GQ,Equatorial Guinea,2006,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),179.735707729544
GQ,Equatorial Guinea,2005,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),177.333599333732
GQ,Equatorial Guinea,2004,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),178.905387941332
GQ,Equatorial Guinea,2003,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),154.506275785446
GQ,Equatorial Guinea,2002,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),155.396844692133
GQ,Equatorial Guinea,2001,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),165.369494129383
GQ,Equatorial Guinea,2000,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),89.5803799061254
CM,Cameroon,2023,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),
CM,Cameroon,2022,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),384.104863153688
CM,Cameroon,2021,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),385.081685358061
CM,Cameroon,2020,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),386.883842275205
CM,Cameroon,2019,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),387.419411707774
CM,Cameroon,2018,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),392.392157002433
CM,Cameroon,2017,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),392.776292653391
CM,Cameroon,2016,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),400.082970120892
CM,Cameroon,2015,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),402.983607731397
CM,Cameroon,2014,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),395.092656580176
CM,Cameroon,2013,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),375.371615915553
CM,Cameroon,2012,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),368.67461829541
CM,Cameroon,2011,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),363.1696926603
CM,Cameroon,2010,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),356.141255871575
CM,Cameroon,2009,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),363.548840943917
CM,Cameroon,2008,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),345.872865150161
CM,Cameroon,2007,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),352.800578879997
CM,Cameroon,2006,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),385.035153073309
CM,Cameroon,2005,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),428.539594062507
CM,Cameroon,2004,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),437.082365532497
CM,Cameroon,2003,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),435.147080636702
CM,Cameroon,2002,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),429.502648089236
CM,Cameroon,2001,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),419.668248263033
CM,Cameroon,2000,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),425.839473286279
CG,"Congo, Rep.",2023,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),
CG,"Congo, Rep.",2022,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),627.585966198745
CG,"Congo, Rep.",2021,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),588.291763608764
CG,"Congo, Rep.",2020,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),586.736109679603
CG,"Congo, Rep.",2019,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),582.586127914209
CG,"Congo, Rep.",2018,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),552.165155128985
CG,"Congo, Rep.",2017,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),548.018753920295
CG,"Congo, Rep.",2016,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),561.321718306384
CG,"Congo, Rep.",2015,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),552.356622008088
CG,"Congo, Rep.",2014,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),535.524998656392
CG,"Congo, Rep.",2013,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),553.991199731793
CG,"Congo, Rep.",2012,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),539.866446808636
CG,"Congo, Rep.",2011,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),484.212624823738
CG,"Congo, Rep.",2010,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),375.619909098947
CG,"Congo, Rep.",2009,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),359.405355169563
CG,"Congo, Rep.",2008,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),327.786840368286
CG,"Congo, Rep.",2007,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),316.33461657179
CG,"Congo, Rep.",2006,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),369.707983010852
CG,"Congo, Rep.",2005,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),293.789280034956
CG,"Congo, Rep.",2004,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),283.381960024439
CG,"Congo, Rep.",2003,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),274.55383829075
CG,"Congo, Rep.",2002,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),239.240008598283
CG,"Congo, Rep.",2001,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),243.309874139573
CG,"Congo, Rep.",2000,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),225.662303752435
GA,Gabon,2023,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),
GA,Gabon,2022,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2096.2456480631
GA,Gabon,2021,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2101.49682483071
GA,Gabon,2020,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2140.11585242125
GA,Gabon,2019,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2205.67182377894
GA,Gabon,2018,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2294.91220106774
GA,Gabon,2017,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2263.59335681829
GA,Gabon,2016,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2489.24179859903
GA,Gabon,2015,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2550.96047927478
GA,Gabon,2014,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2602.65376634085
GA,Gabon,2013,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2771.53824040148
GA,Gabon,2012,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1955.40804605842
GA,Gabon,2011,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2295.78142116486
GA,Gabon,2010,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2957.4674143756
GA,Gabon,2009,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2728.50138573496
GA,Gabon,2008,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2578.18479820338
GA,Gabon,2007,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2419.6346592973
GA,Gabon,2006,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2263.43017323991
GA,Gabon,2005,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2074.20458463989
GA,Gabon,2004,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1829.65618455084
GA,Gabon,2003,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1621.16641537009
GA,Gabon,2002,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1417.03968600606
GA,Gabon,2001,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1205.62017172291
GA,Gabon,2000,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1153.06155311667
GQ,Equatorial Guinea,2023,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),
GQ,Equatorial Guinea,2022,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1283.9351679017
GQ,Equatorial Guinea,2021,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1300.88396062046
GQ,Equatorial Guinea,2020,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1121.3790829434
GQ,Equatorial Guinea,2019,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1273.74315217578
GQ,Equatorial Guinea,2018,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1409.34005936781
GQ,Equatorial Guinea,2017,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1291.24482554605
GQ,Equatorial Guinea,2016,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1510.32394648061
GQ,Equatorial Guinea,2015,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1329.54186375437
GQ,Equatorial Guinea,2014,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1480.61701335792
GQ,Equatorial Guinea,2013,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1674.89731821487
GQ,Equatorial Guinea,2012,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1434.92228201116
GQ,Equatorial Guinea,2011,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1451.36432822459
GQ,Equatorial Guinea,2010,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1352.16483458066
GQ,Equatorial Guinea,2009,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1375.88349844257
GQ,Equatorial Guinea,2008,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1403.26066049911
GQ,Equatorial Guinea,2007,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1453.90111971209
GQ,Equatorial Guinea,2006,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1362.7589016065
GQ,Equatorial Guinea,2005,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1455.03413482451
GQ,Equatorial Guinea,2004,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1539.1056670147
GQ,Equatorial Guinea,2003,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),453.514851450604
GQ,Equatorial Guinea,2002,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),450.928237072084
GQ,Equatorial Guinea,2001,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),346.083765897848
GQ,Equatorial Guinea,2000,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),342.94581014711
CM,Cameroon,2023,EG.ELC.ACCS.ZS,Access to electricity (% of population),72.0
CM,Cameroon,2022,EG.ELC.ACCS.ZS,Access to electricity (% of population),71.0
CM,Cameroon,2021,EG.ELC.ACCS.ZS,Access to electricity (% of population),65.4
CM,Cameroon,2020,EG.ELC.ACCS.ZS,Access to electricity (% of population),64.3
CM,Cameroon,2019,EG.ELC.ACCS.ZS,Access to electricity (% of population),63.2
CM,Cameroon,2018,EG.ELC.ACCS.ZS,Access to electricity (% of population),62.2
CM,Cameroon,2017,EG.ELC.ACCS.ZS,Access to electricity (% of population),60.9
CM,Cameroon,2016,EG.ELC.ACCS.ZS,Access to electricity (% of population),59.8
CM,Cameroon,2015,EG.ELC.ACCS.ZS,Access to electricity (% of population),58.6
CM,Cameroon,2014,EG.ELC.ACCS.ZS,Access to electricity (% of population),56.8
CM,Cameroon,2013,EG.ELC.ACCS.ZS,Access to electricity (% of population),56.3
CM,Cameroon,2012,EG.ELC.ACCS.ZS,Access to electricity (% of population),55.2
CM,Cameroon,2011,EG.ELC.ACCS.ZS,Access to electricity (% of population),53.7
CM,Cameroon,2010,EG.ELC.ACCS.ZS,Access to electricity (% of population),52.8
CM,Cameroon,2009,EG.ELC.ACCS.ZS,Access to electricity (% of population),51.7
CM,Cameroon,2008,EG.ELC.ACCS.ZS,Access to electricity (% of population),50.6
CM,Cameroon,2007,EG.ELC.ACCS.ZS,Access to electricity (% of population),48.2
CM,Cameroon,2006,EG.ELC.ACCS.ZS,Access to electricity (% of population),49.0
CM,Cameroon,2005,EG.ELC.ACCS.ZS,Access to electricity (% of population),47.2
CM,Cameroon,2004,EG.ELC.ACCS.ZS,Access to electricity (% of population),47.1
CM,Cameroon,2003,EG.ELC.ACCS.ZS,Access to electricity (% of population),45.1
CM,Cameroon,2002,EG.ELC.ACCS.ZS,Access to electricity (% of population),44.0
CM,Cameroon,2001,EG.ELC.ACCS.ZS,Access to electricity (% of population),46.2
CM,Cameroon,2000,EG.ELC.ACCS.ZS,Access to electricity (% of population),41.0
CG,"Congo, Rep.",2023,EG.ELC.ACCS.ZS,Access to electricity (% of population),51.3
CG,"Congo, Rep.",2022,EG.ELC.ACCS.ZS,Access to electricity (% of population),50.6
CG,"Congo, Rep.",2021,EG.ELC.ACCS.ZS,Access to electricity (% of population),49.7
CG,"Congo, Rep.",2020,EG.ELC.ACCS.ZS,Access to electricity (% of population),48.7
CG,"Congo, Rep.",2019,EG.ELC.ACCS.ZS,Access to electricity (% of population),47.7
CG,"Congo, Rep.",2018,EG.ELC.ACCS.ZS,Access to electricity (% of population),47.0
CG,"Congo, Rep.",2017,EG.ELC.ACCS.ZS,Access to electricity (% of population),46.2
CG,"Congo, Rep.",2016,EG.ELC.ACCS.ZS,Access to electricity (% of population),45.3
CG,"Congo, Rep.",2015,EG.ELC.ACCS.ZS,Access to electricity (% of population),44.3
CG,"Congo, Rep.",2014,EG.ELC.ACCS.ZS,Access to electricity (% of population),43.4
CG,"Congo, Rep.",2013,EG.ELC.ACCS.ZS,Access to electricity (% of population),42.5
CG,"Congo, Rep.",2012,EG.ELC.ACCS.ZS,Access to electricity (% of population),41.6
CG,"Congo, Rep.",2011,EG.ELC.ACCS.ZS,Access to electricity (% of population),40.8
CG,"Congo, Rep.",2010,EG.ELC.ACCS.ZS,Access to electricity (% of population),40.0
CG,"Congo, Rep.",2009,EG.ELC.ACCS.ZS,Access to electricity (% of population),37.1
CG,"Congo, Rep.",2008,EG.ELC.ACCS.ZS,Access to electricity (% of population),36.8
CG,"Congo, Rep.",2007,EG.ELC.ACCS.ZS,Access to electricity (% of population),35.8
CG,"Congo, Rep.",2006,EG.ELC.ACCS.ZS,Access to electricity (% of population),34.9
CG,"Congo, Rep.",2005,EG.ELC.ACCS.ZS,Access to electricity (% of population),33.8
CG,"Congo, Rep.",2004,EG.ELC.ACCS.ZS,Access to electricity (% of population),33.0
CG,"Congo, Rep.",2003,EG.ELC.ACCS.ZS,Access to electricity (% of population),32.1
CG,"Congo, Rep.",2002,EG.ELC.ACCS.ZS,Access to electricity (% of population),31.2
CG,"Congo, Rep.",2001,EG.ELC.ACCS.ZS,Access to electricity (% of population),30.3
CG,"Congo, Rep.",2000,EG.ELC.ACCS.ZS,Access to electricity (% of population),29.4
GA,Gabon,2023,EG.ELC.ACCS.ZS,Access to electricity (% of population),94.1
GA,Gabon,2022,EG.ELC.ACCS.ZS,Access to electricity (% of population),93.5
GA,Gabon,2021,EG.ELC.ACCS.ZS,Access to electricity (% of population),91.8
GA,Gabon,2020,EG.ELC.ACCS.ZS,Access to electricity (% of population),91.1
GA,Gabon,2019,EG.ELC.ACCS.ZS,Access to electricity (% of population),90.3
GA,Gabon,2018,EG.ELC.ACCS.ZS,Access to electricity (% of population),89.6
GA,Gabon,2017,EG.ELC.ACCS.ZS,Access to electricity (% of population),86.3
GA,Gabon,2016,EG.ELC.ACCS.ZS,Access to electricity (% of population),88.1
GA,Gabon,2015,EG.ELC.ACCS.ZS,Access to electricity (% of population),87.3
GA,Gabon,2014,EG.ELC.ACCS.ZS,Access to electricity (% of population),87.1
GA,Gabon,2013,EG.ELC.ACCS.ZS,Access to electricity (% of population),86.4
GA,Gabon,2012,EG.ELC.ACCS.ZS,Access to electricity (% of population),89.3
GA,Gabon,2011,EG.ELC.ACCS.ZS,Access to electricity (% of population),88.7
GA,Gabon,2010,EG.ELC.ACCS.ZS,Access to electricity (% of population),89.3
GA,Gabon,2009,EG.ELC.ACCS.ZS,Access to electricity (% of population),82.7
GA,Gabon,2008,EG.ELC.ACCS.ZS,Access to electricity (% of population),82.0
GA,Gabon,2007,EG.ELC.ACCS.ZS,Access to electricity (% of population),81.3
GA,Gabon,2006,EG.ELC.ACCS.ZS,Access to electricity (% of population),80.5
GA,Gabon,2005,EG.ELC.ACCS.ZS,Access to electricity (% of population),81.6
GA,Gabon,2004,EG.ELC.ACCS.ZS,Access to electricity (% of population),79.2
GA,Gabon,2003,EG.ELC.ACCS.ZS,Access to electricity (% of population),78.5
GA,Gabon,2002,EG.ELC.ACCS.ZS,Access to electricity (% of population),77.8
GA,Gabon,2001,EG.ELC.ACCS.ZS,Access to electricity (% of population),77.2
GA,Gabon,2000,EG.ELC.ACCS.ZS,Access to electricity (% of population),73.6
GQ,Equatorial Guinea,2023,EG.ELC.ACCS.ZS,Access to electricity (% of population),66.9
GQ,Equatorial Guinea,2022,EG.ELC.ACCS.ZS,Access to electricity (% of population),67.0
GQ,Equatorial Guinea,2021,EG.ELC.ACCS.ZS,Access to electricity (% of population),66.8
GQ,Equatorial Guinea,2020,EG.ELC.ACCS.ZS,Access to electricity (% of population),66.7
GQ,Equatorial Guinea,2019,EG.ELC.ACCS.ZS,Access to electricity (% of population),66.6
GQ,Equatorial Guinea,2018,EG.ELC.ACCS.ZS,Access to electricity (% of population),66.5
GQ,Equatorial Guinea,2017,EG.ELC.ACCS.ZS,Access to electricity (% of population),66.4
