country_code,country_name,year,indicator_code,indicator_name,value
GA,Gabon,2008,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",5.26430145575285
GA,Gabon,2007,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",5.03031883679951
GA,Gabon,2006,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",-1.4094013660098
GA,Gabon,2005,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",3.70833333333304
GA,Gabon,2004,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",0.40820530743925
GA,Gabon,2003,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2.23535313551536
GA,Gabon,2002,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",0.0366828893971394
GA,Gabon,2001,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2.13762052701465
GA,Gabon,2000,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",0.504920025834859
GQ,Equatorial Guinea,2023,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2.85949506037322
GQ,Equatorial Guinea,2022,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",4.78671704710803
GQ,Equatorial Guinea,2021,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",-0.0971007664640198
GQ,Equatorial Guinea,2020,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",4.76669523944228
GQ,Equatorial Guinea,2019,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1.53027528964189
GQ,Equatorial Guinea,2018,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1.06007410662171
GQ,Equatorial Guinea,2017,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",0.74435474661241
GQ,Equatorial Guinea,2016,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1.41193915479015
GQ,Equatorial Guinea,2015,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",1.67663085315988
GQ,Equatorial Guinea,2014,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",4.30999866149107
GQ,Equatorial Guinea,2013,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2.94887694639662
GQ,Equatorial Guinea,2012,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",3.65662048278806
GQ,Equatorial Guinea,2011,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",4.805389221557
GQ,Equatorial Guinea,2010,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",7.78916547991184
GQ,Equatorial Guinea,2009,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",4.69106567747375
GQ,Equatorial Guinea,2008,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",6.55176691184535
GQ,Equatorial Guinea,2007,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2.80373831775704
GQ,Equatorial Guinea,2006,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",4.41589984169561
GQ,Equatorial Guinea,2005,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",5.63163351357613
GQ,Equatorial Guinea,2004,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",4.21968787094834
GQ,Equatorial Guinea,2003,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",7.32354399351809
GQ,Equatorial Guinea,2002,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",7.5924784983324
GQ,Equatorial Guinea,2001,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",8.82538925854966
GQ,Equatorial Guinea,2000,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",4.80228886901398
